CALL_SIGN,AGENT_NAME,VESSEL_NAME,VESSEL_MAX_DRAFT,WEATHER_IMPACT_PCT,CONGESTION_IMPACT_PCT,EFFECTIVENESS_SCORE,RELIABILITY_SCORE,WORK_ENV_SCORE,BERTH
KO11070,CONCORD MARINE LIMITED,HONG DA XIN 758,7.0,0.0,0.0,1.0,0.721,0.614,KC2
ZF11071,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,KC
RW11072,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,KC3
QW11073,SINOTRANS (HK) SHIPPING LTD,NICOLAI MAERSK,9.7,0.19,0.33,0.763,0.851,0.366,SELA
TC11074,SGS HONG KONG LIMITED,OCEAN DUKE,8.6,0.23,0.25,0.653,0.836,0.681,CMTY
JO11075,HYALINE SHIPPING (HK) CO LTD,WAN HAI 353,10.6,0.29,0.15,0.518,0.722,0.829,KC11
BA11076,OOCL HONG KONG BRANCH,OOCL BAUHINIA,11.5,0.0,0.0,0.799,0.715,0.317,KC4
EM11077,SGS HONG KONG LIMITED,HUI YUAN,7.3,0.24,0.25,0.653,0.836,0.681,KC16
LU11078,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,SHELL
OW11079,HYALINE SHIPPING (HK) CO LTD,WAN HAI 178,8.5,0.0,0.0,0.518,0.722,0.829,KC16
CN11080,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,KC14
BF11081,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,KC4
WX11082,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,FOREVER GLORY,11.9,0.2,0.32,0.742,0.833,0.443,CSWFM
MB11083,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,KC3
BY11084,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FU LIAN,6.4,0.26,0.22,0.497,0.636,0.593,SLA
XO11085,EVERGREEN MARINE (HONG KONG) LTD,EVER WIN,8.2,0.15,0.39,1.0,0.772,0.44,KC16
AY11086,EVERGREEN MARINE (HONG KONG) LTD,EVER BASIS,10.1,0.22,0.25,1.0,0.772,0.44,KC3
IY11087,S5 ASIA LIMITED,HONG JING,6.0,0.0,0.0,0.672,0.573,0.516,KC
PT11088,SHK AGENCY LIMITED,OCEANIC STAR,9.0,0.23,0.24,0.347,0.603,0.659,KC6
SK11089,NS UNITED SHIPPING (HK) CO LIMITED,WIND ARROW,5.88,0.23,0.24,0.606,0.716,0.652,KC12
CE11090,BRIGHT CAPITAL SHIPPING CO LIMITED,LIAN YUN 9,6.2,0.23,0.27,0.853,0.588,0.635,KC5
GV11091,EVERGREEN MARINE (HONG KONG) LTD,EVER ORDER,11.6,0.17,0.31,1.0,0.772,0.44,TMECO
KX11092,EVERGREEN MARINE (HONG KONG) LTD,EVER ORDER,11.6,0.17,0.31,1.0,0.772,0.44,KC11
IT11093,OOCL HONG KONG BRANCH,MANET,10.5,0.26,0.2,0.799,0.715,0.317,SLA
DZ11094,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN DAN DONG,8.8,0.17,0.33,0.497,0.636,0.593,SELA
SN11095,"UNITRANS AGENCY HONG KONG CO., LIMITED",WOORI SUN,5.9,0.15,0.4,0.355,0.813,0.562,CSWFM
ZB11096,HYALINE SHIPPING (HK) CO LTD,WAN HAI 293,9.7,0.0,0.0,0.518,0.722,0.829,CMTY
LV11097,CGW LOGISTICS CO LIMITED,TONGYUN12,6.5,0.11,0.34,0.415,0.963,0.32,SHELL
IT11098,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,TMECO
YK11099,CGW LOGISTICS CO LIMITED,LAN HAI FANG ZHOU,6.2,0.13,0.42,0.415,0.963,0.32,SELA
UA11100,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN DAN DONG,8.8,0.17,0.33,0.497,0.636,0.593,KC
HZ11101,PENAVICO (HONG KONG) LIMITED,MAERSK QINZHOU,9.7,0.28,0.19,1.0,0.482,0.977,KC10
MJ11102,EVERGREEN MARINE (HONG KONG) LTD,EVER CROWN,6.45,0.24,0.21,1.0,0.772,0.44,WA3
YL11103,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,KC6
RR11104,EVERGREEN MARINE (HONG KONG) LTD,UNI-PREMIER,8.8,0.24,0.26,1.0,0.772,0.44,SHELL
CQ11105,"UNITRANS AGENCY HONG KONG CO., LIMITED",WOORI SUN,5.9,0.15,0.4,0.355,0.813,0.562,KC13
US11106,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN QING DAO,11.0,0.18,0.37,0.497,0.636,0.593,KC12
CE11107,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,KC14
SQ11108,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,KONG QUE LAN,5.6,0.26,0.24,0.742,0.833,0.443,KC11
TI11109,CONCORD MARINE LIMITED,HONG DA XIN 758,7.0,0.0,0.0,1.0,0.721,0.614,KC
CA11110,SHK AGENCY LIMITED,OCEANIC STAR,9.0,0.23,0.24,0.347,0.603,0.659,KC13
IJ11111,HYALINE SHIPPING (HK) CO LTD,WAN HAI 353,10.6,0.29,0.15,0.518,0.722,0.829,CSWFM
HD11112,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,SHELL
EL11113,KMTC (HK) CO LIMITED,KMTC SINGAPORE,9.4,0.23,0.25,0.607,0.554,0.216,WA3
OK11114,CONCORD MARINE LIMITED,CHANG SHENG JI 7,7.0,0.27,0.21,1.0,0.721,0.614,SWLA
AJ11115,S5 ASIA LIMITED,HONG JING,6.0,0.0,0.0,0.672,0.573,0.516,KC7
CP11116,"UNITRANS AGENCY HONG KONG CO., LIMITED",OSG BOSSTEC,6.8,0.29,0.16,0.355,0.813,0.562,KC2
IK11117,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,KC3
HK11118,T.S. LINES LIMITED,TS PUSAN,7.4,0.1,0.45,0.83,0.515,0.531,SWLA
CX11119,CMA CGM (HONG KONG) LIMITED,CMA CGM BUZIOS,11.1,0.21,0.33,0.748,0.429,0.612,KC11
XZ11120,HMM (HONG KONG) LIMITED,HYUNDAI FAITH,11.5,0.3,0.15,0.809,0.845,0.585,KC2
OE11121,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING LOTUS,13.8,0.23,0.27,0.497,0.636,0.593,CSWFM
JD11122,CMA CGM (HONG KONG) LIMITED,ANL WAIKATO ,10.7,0.23,0.27,0.748,0.429,0.612,KC16
HM11123,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FENGYUNHE,7.6,0.2,0.32,0.497,0.636,0.593,SHELL
BL11124,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,SHELL
KM11125,GULF AGENCY CO (HK) LTD,BERGE HENG SHAN,8.67,0.23,0.28,0.317,0.411,1.0,KC19
BG11126,SINOTRANS (HK) SHIPPING LTD,NICOLAI MAERSK,9.7,0.19,0.33,0.763,0.851,0.366,CMTY
GQ11127,CGW LOGISTICS CO LIMITED,SEA MAPLE,7.5,0.17,0.37,0.415,0.963,0.32,KC7
PF11128,CGW LOGISTICS CO LIMITED,SEA MAPLE,7.5,0.17,0.37,0.415,0.963,0.32,KC14
CH11129,CONCORD MARINE LIMITED,FU LONG SHENG,7.6,0.0,0.0,1.0,0.721,0.614,CSWFM
YI11130,NS UNITED SHIPPING (HK) CO LIMITED,ASIAN ISLAND,6.29,0.21,0.29,0.606,0.716,0.652,KC2
QU11131,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,SHELL
II11132,SGS HONG KONG LIMITED,OCEAN DUKE,8.6,0.23,0.25,0.653,0.836,0.681,KC12
VW11133,CONCORD MARINE LIMITED,CHANG SHENG JI 7,7.0,0.27,0.21,1.0,0.721,0.614,CSWFM
ZD11134,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,KC8
IY11135,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,WA3
FI11136,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ACX DIAMOND,10.0,0.24,0.25,0.64,0.584,0.637,KC10
ZZ11137,SGS HONG KONG LIMITED,HUI YUAN,7.3,0.24,0.25,0.653,0.836,0.681,KC9
HS11138,SINOTRANS (HK) SHIPPING LTD,DONGJIN VOYAGER,9.9,0.29,0.21,0.763,0.851,0.366,KC7
MO11139,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,KC4
GJ11140,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,KC8
VK11141,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,SELA
CO11142,PENAVICO (HONG KONG) LIMITED,MAERSK QINZHOU,9.7,0.28,0.19,1.0,0.482,0.977,TMECO
PO11143,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING LOTUS,13.8,0.23,0.27,0.497,0.636,0.593,TMECO
RO11144,WALLEM SHIPPING (HK) LTD,MARINA ARUNG,7.2,0.22,0.3,0.993,0.722,0.758,KC7
YM11145,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FENGYUNHE,7.6,0.2,0.32,0.497,0.636,0.593,SELA
SL11146,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,CMTY
HS11147,PENAVICO (HONG KONG) LIMITED,MAERSK QINZHOU,9.7,0.28,0.19,1.0,0.482,0.977,KC12
VU11148,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ACX DIAMOND,10.0,0.24,0.25,0.64,0.584,0.637,KC8
KM11149,WALLEM SHIPPING (HK) LTD,LAUTOKA CHIEF,10.0,0.19,0.35,0.993,0.722,0.758,KC
QG11150,SGS HONG KONG LIMITED,OCEAN DUKE,8.6,0.23,0.25,0.653,0.836,0.681,KC16
RS11151,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,KC13
UB11152,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,SELA
ZM11153,PENAVICO (HONG KONG) LIMITED,HUMBOLDT EXPRESS,14.0,0.2,0.28,1.0,0.482,0.977,KC10
KN11154,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,KC7
XR11155,HYALINE SHIPPING (HK) CO LTD,WAN HAI 293,9.7,0.0,0.0,0.518,0.722,0.829,KC9
OU11156,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,ZIM THAILAND,14.1,0.23,0.24,0.379,0.546,0.695,KC9
JX11157,CGW LOGISTICS CO LIMITED,LAN HAI FANG ZHOU,6.2,0.13,0.42,0.415,0.963,0.32,SHELL
NQ11158,YANG MING LINE (HONG KONG) LTD,YM HARMONY,8.5,0.3,0.18,0.456,0.55,0.91,KC
CT11159,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,KC2
RJ11160,VEROSA AGENCY LIMITED,APOLLO FIRST,8.31,0.11,0.45,0.677,0.604,0.279,KC12
QB11161,WALLEM SHIPPING (HK) LTD,MARINA ARUNG,7.2,0.22,0.3,0.993,0.722,0.758,KC11
ZR11162,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC6
KT11163,INCHCAPE SHIPPING SERVICES (HK) LTD,DAPENG PRINCESS,7.5,0.23,0.27,0.588,0.234,0.66,TMECO
ZL11164,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,WA3
AG11165,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN DAN DONG,8.8,0.17,0.33,0.497,0.636,0.593,KC8
NN11166,INCHCAPE SHIPPING SERVICES (HK) LTD,SHOKAI ,6.9,0.18,0.31,0.588,0.234,0.66,SLA
PO11167,CGW LOGISTICS CO LIMITED,HUI FENG HAI 17,7.1,0.32,0.16,0.415,0.963,0.32,KC6
LK11168,WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,GENCO RELIANCE,11.0,0.26,0.25,0.608,0.709,0.353,KC12
UP11169,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,KC4
NI11170,BRIGHT CAPITAL SHIPPING CO LIMITED,LIAN YUN 9,6.2,0.23,0.27,0.853,0.588,0.635,SWLA
AC11171,EVERGREEN MARINE (HONG KONG) LTD,TEXAS TRIUMPH,12.8,0.23,0.25,1.0,0.772,0.44,KC7
KZ11172,INCHCAPE SHIPPING SERVICES (HK) LTD,SHOKAI ,6.9,0.18,0.31,0.588,0.234,0.66,WA3
DY11173,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,KC9
DI11174,CGW LOGISTICS CO LIMITED,SEA MAPLE,7.5,0.17,0.37,0.415,0.963,0.32,KC13
LF11175,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,KC7
MM11176,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,KC19
LS11177,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ONE PARANA,14.6,0.22,0.26,0.64,0.584,0.637,KC5
IH11178,OCEAN BASE CO LTD,SUNFLYTE,9.0,0.21,0.26,0.58,0.668,0.62,KC4
VC11179,INCHCAPE SHIPPING SERVICES (HK) LTD,SHOKAI ,6.9,0.18,0.31,0.588,0.234,0.66,SLA
WQ11180,YANG MING LINE (HONG KONG) LTD,YM HARMONY,8.5,0.3,0.18,0.456,0.55,0.91,CSWFM
RE11181,T.S. LINES LIMITED,TS PUSAN,7.4,0.1,0.45,0.83,0.515,0.531,KC11
ZG11182,EVERGREEN MARINE (HONG KONG) LTD,EVER BASIS,10.1,0.22,0.25,1.0,0.772,0.44,WA3
EE11183,EVERGREEN MARINE (HONG KONG) LTD,EVER BIRTH,10.3,0.24,0.28,1.0,0.772,0.44,KC19
OY11184,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,KC11
GK11185,CGW LOGISTICS CO LIMITED,LAN HAI FANG ZHOU,6.2,0.13,0.42,0.415,0.963,0.32,WA3
EQ11186,SGS HONG KONG LIMITED,OCEAN DUKE,8.6,0.23,0.25,0.653,0.836,0.681,KC14
LA11187,HYALINE SHIPPING (HK) CO LTD,WAN HAI 326,9.7,0.16,0.31,0.518,0.722,0.829,KC16
PF11188,SINOTRANS (HK) SHIPPING LTD,AS COLUMBIA,7.5,0.22,0.28,0.763,0.851,0.366,SELA
PK11189,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,WA3
SF11190,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,KC5
TV11191,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN DAN DONG,8.8,0.17,0.33,0.497,0.636,0.593,KC11
BC11192,NS UNITED SHIPPING (HK) CO LIMITED,ASIAN ISLAND,6.29,0.21,0.29,0.606,0.716,0.652,KC16
WE11193,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING LOTUS,13.8,0.23,0.27,0.497,0.636,0.593,TMECO
IL11194,WALLEM SHIPPING (HK) LTD,LAUTOKA CHIEF,10.0,0.19,0.35,0.993,0.722,0.758,KC10
GW11195,GULF AGENCY CO (HK) LTD,SC LIAONING,8.7,0.22,0.27,0.317,0.411,1.0,SLA
NQ11196,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,KC12
PP11197,CONCORD MARINE LIMITED,FU LONG SHENG,7.6,0.0,0.0,1.0,0.721,0.614,KC8
PJ11198,SGS HONG KONG LIMITED,HUI YUAN,7.3,0.24,0.25,0.653,0.836,0.681,KC10
VQ11199,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ONE PARANA,14.6,0.22,0.26,0.64,0.584,0.637,KC9
VS11200,WELLS MARINE AGENCIES,MARATHASSA,14.4,0.13,0.32,0.58,0.606,0.29,KC10
HP11201,S5 ASIA LIMITED,HONG JING,6.0,0.0,0.0,0.672,0.573,0.516,WA3
CD11202,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,SELA
DH11203,INCHCAPE SHIPPING SERVICES (HK) LTD,SHOKAI ,6.9,0.18,0.31,0.588,0.234,0.66,KC7
ES11204,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC16
NK11205,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,SLA
DJ11206,EVERGREEN MARINE (HONG KONG) LTD,MTT PELEPAS,8.5,0.19,0.34,1.0,0.772,0.44,KC19
EQ11207,S5 ASIA LIMITED,HONG JING,6.0,0.0,0.0,0.672,0.573,0.516,KC16
SQ11208,CGW LOGISTICS CO LIMITED,YUEHAI STAR,6.3,0.3,0.12,0.415,0.963,0.32,CSWFM
ZO11209,GULF AGENCY CO (HK) LTD,SILVER JOAN,9.5,0.25,0.24,0.317,0.411,1.0,KC3
MD11210,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,GSL AFRICA,10.7,0.27,0.22,0.379,0.546,0.695,KC
IL11211,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,SWLA
BJ11212,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,KC11
AD11213,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ACX DIAMOND,10.0,0.24,0.25,0.64,0.584,0.637,KC2
VZ11214,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,SELA
NM11215,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FENGYUNHE,7.6,0.2,0.32,0.497,0.636,0.593,SLA
RK11216,WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,GENCO RELIANCE,11.0,0.26,0.25,0.608,0.709,0.353,SELA
VM11217,SHK AGENCY LIMITED,OCEANIC STAR,9.0,0.23,0.24,0.347,0.603,0.659,WA3
CA11218,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING BRAZIL,11.5,0.22,0.27,0.497,0.636,0.593,SELA
TH11219,KMTC (HK) CO LIMITED,KMTC COLOMBO,12.5,0.24,0.26,0.607,0.554,0.216,KC6
HN11220,SGS HONG KONG LIMITED,HUI YUAN,7.3,0.24,0.25,0.653,0.836,0.681,KC4
EL11221,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,TMECO
TT11222,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,SWLA
OC11223,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,KC19
CU11224,YANG MING LINE (HONG KONG) LTD,YM IMMENSE,8.4,0.24,0.26,0.456,0.55,0.91,KC4
VJ11225,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,SWLA
VB11226,SINOTRANS (HK) SHIPPING LTD,AS COLUMBIA,7.5,0.22,0.28,0.763,0.851,0.366,CMTY
SO11227,TEXCO MARINE AGENCY LIMITED,DE LONG,7.5,0.2,0.31,0.769,0.651,0.704,SELA
ZC11228,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,KC8
VT11229,EVERGREEN MARINE (HONG KONG) LTD,UNI-PREMIER,8.8,0.24,0.26,1.0,0.772,0.44,KC12
HZ11230,EVERGREEN MARINE (HONG KONG) LTD,UNI-PREMIER,8.8,0.24,0.26,1.0,0.772,0.44,KC9
LJ11231,SINOTRANS (HK) SHIPPING LTD,MAERSK NINGBO,10.3,0.17,0.38,0.763,0.851,0.366,SWLA
VL11232,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN DAN DONG,8.8,0.17,0.33,0.497,0.636,0.593,WA3
ZU11233,SINOTRANS (HK) SHIPPING LTD,AVIOS,9.3,0.14,0.35,0.763,0.851,0.366,KC9
GV11234,HYALINE SHIPPING (HK) CO LTD,WAN HAI 326,9.7,0.16,0.31,0.518,0.722,0.829,KC14
PJ11235,GULF AGENCY CO (HK) LTD,SC LIAONING,8.7,0.22,0.27,0.317,0.411,1.0,KC2
SQ11236,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,WA3
ED11237,CGW LOGISTICS CO LIMITED,SEA MAPLE,7.5,0.17,0.37,0.415,0.963,0.32,KC16
FF11238,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ACX DIAMOND,10.0,0.24,0.25,0.64,0.584,0.637,KC
BJ11239,SGS HONG KONG LIMITED,OCEAN DUKE,8.6,0.23,0.25,0.653,0.836,0.681,KC19
HO11240,EVERGREEN MARINE (HONG KONG) LTD,EVER BIRTH,10.3,0.24,0.28,1.0,0.772,0.44,KC19
IS11241,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC12
HG11242,KMTC (HK) CO LIMITED,KMTC SINGAPORE,9.4,0.23,0.25,0.607,0.554,0.216,TMECO
WZ11243,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,GSL AFRICA,10.7,0.27,0.22,0.379,0.546,0.695,KC
RC11244,EVERGREEN MARINE (HONG KONG) LTD,TEXAS TRIUMPH,12.8,0.23,0.25,1.0,0.772,0.44,SWLA
ZU11245,HYALINE SHIPPING (HK) CO LTD,WAN HAI 353,10.6,0.29,0.15,0.518,0.722,0.829,KC4
XZ11246,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN QING DAO,11.0,0.18,0.37,0.497,0.636,0.593,KC3
WD11247,HYALINE SHIPPING (HK) CO LTD,WAN HAI 353,10.6,0.29,0.15,0.518,0.722,0.829,SHELL
WG11248,PENAVICO (HONG KONG) LIMITED,MAERSK QINZHOU,9.7,0.28,0.19,1.0,0.482,0.977,KC9
SV11249,"UNITRANS AGENCY HONG KONG CO., LIMITED",WOORI SUN,5.9,0.15,0.4,0.355,0.813,0.562,KC
TR11250,BRIGHT CAPITAL SHIPPING CO LIMITED,LIAN YUN 9,6.2,0.23,0.27,0.853,0.588,0.635,WA3
MP11251,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC13
GK11252,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,KC12
LQ11253,"UNITRANS AGENCY HONG KONG CO., LIMITED",WOORI SUN,5.9,0.15,0.4,0.355,0.813,0.562,KC14
WC11254,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,KC8
NH11255,INCHCAPE SHIPPING SERVICES (HK) LTD,SHOKAI ,6.9,0.18,0.31,0.588,0.234,0.66,KC4
YJ11256,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,SELA
YI11257,PENAVICO (HONG KONG) LIMITED,HUMBOLDT EXPRESS,14.0,0.2,0.28,1.0,0.482,0.977,SHELL
AU11258,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,KC5
TT11259,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,KC3
LR11260,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING BRAZIL,11.5,0.22,0.27,0.497,0.636,0.593,KC9
JB11261,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING BRAZIL,11.5,0.22,0.27,0.497,0.636,0.593,KC10
NF11262,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,SELA
LF11263,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC14
GV11264,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,KC7
IP11265,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,TMECO
OM11266,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,SHELL
IR11267,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,FOREVER GLORY,11.9,0.2,0.32,0.742,0.833,0.443,KC9
BC11268,OOCL HONG KONG BRANCH,OOCL SAN FRANCISCO,10.3,0.21,0.27,0.799,0.715,0.317,KC19
UL11269,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,SWLA
DW11270,NS UNITED SHIPPING (HK) CO LIMITED,WIND ARROW,5.88,0.23,0.24,0.606,0.716,0.652,TMECO
LA11271,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,CMTY
YF11272,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,KC19
RD11273,CMA CGM ASIA SHIPPING PTE. LTD.,CNC PUMA,9.02,0.17,0.32,0.714,0.643,0.881,KC2
QE11274,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,KC9
YH11275,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC4
RG11276,S5 ASIA LIMITED,HONG JING,6.0,0.0,0.0,0.672,0.573,0.516,KC5
JX11277,INCHCAPE SHIPPING SERVICES (HK) LTD,DAPENG PRINCESS,7.5,0.23,0.27,0.588,0.234,0.66,KC8
EK11278,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC2
HS11279,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,KC11
GR11280,SINOTRANS (HK) SHIPPING LTD,AS COLUMBIA,7.5,0.22,0.28,0.763,0.851,0.366,KC2
SA11281,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,KC12
MD11282,SINOTRANS (HK) SHIPPING LTD,MAERSK NINGBO,10.3,0.17,0.38,0.763,0.851,0.366,KC
